anonid,timestamp,control_treat,ques,short,short_ques_group,tues,score,has_best_score,max_score,question_id,question_name
ef285c23a968dfebbc2334e3727112de5ab6c4c267d49c55b33a7c20a0c4d0d2ec0b437d9b05c7dbd115928bba199ccd9c856dddc9c4f5f050a83cd8c6f29933,2020-02-14 12:21,1,0,1,3,1,40,t,40,2,Loops
5aa6cd033b6f627e0371241486fa42cbfd42dbb4a2ac626301fde1426f232ad550c7dc2915d41db59ab98092bc9154a4509546e725c6f2f263b61254a9f0190c,2020-02-14 12:21,1,0,1,3,1,0,f,40,2,Loops
5aa6cd033b6f627e0371241486fa42cbfd42dbb4a2ac626301fde1426f232ad550c7dc2915d41db59ab98092bc9154a4509546e725c6f2f263b61254a9f0190c,2020-02-14 12:21,1,0,1,3,1,30,f,40,2,Loops
d2face4c1721f761b067b7c6adfa4c25fb1fcdf9ab25c239f6b7450310060b3f596c4ec4fc0aa328a3a5cfae201bb1845d2f3689ee0a3bd0fbc4bd9c29e70ecf,2020-02-14 12:21,1,0,0,1,0,30,f,50,1,Lists
fa2c05cd89d7abd9a84e7243dad61a08d5cb37b5bf53e1df58bc22c0d1af8ab47943c68b072001561d066e0057318a58567cf7b2c80ce60ad014f0ed40eaa2bd,2020-02-14 12:21,2,0,1,3,1,40,t,40,3,Looping Lists
ef285c23a968dfebbc2334e3727112de5ab6c4c267d49c55b33a7c20a0c4d0d2ec0b437d9b05c7dbd115928bba199ccd9c856dddc9c4f5f050a83cd8c6f29933,2020-02-14 12:21,1,0,1,3,1,0,f,40,2,Loops
5aa6cd033b6f627e0371241486fa42cbfd42dbb4a2ac626301fde1426f232ad550c7dc2915d41db59ab98092bc9154a4509546e725c6f2f263b61254a9f0190c,2020-02-14 12:22,1,0,1,3,1,20,f,40,2,Loops
d2face4c1721f761b067b7c6adfa4c25fb1fcdf9ab25c239f6b7450310060b3f596c4ec4fc0aa328a3a5cfae201bb1845d2f3689ee0a3bd0fbc4bd9c29e70ecf,2020-02-14 12:22,1,0,0,1,0,20,f,40,2,Loops
d2face4c1721f761b067b7c6adfa4c25fb1fcdf9ab25c239f6b7450310060b3f596c4ec4fc0aa328a3a5cfae201bb1845d2f3689ee0a3bd0fbc4bd9c29e70ecf,2020-02-14 12:22,1,0,0,1,0,20,f,40,2,Loops
5aa6cd033b6f627e0371241486fa42cbfd42dbb4a2ac626301fde1426f232ad550c7dc2915d41db59ab98092bc9154a4509546e725c6f2f263b61254a9f0190c,2020-02-14 12:22,1,0,1,3,1,20,f,40,2,Loops
5aa6cd033b6f627e0371241486fa42cbfd42dbb4a2ac626301fde1426f232ad550c7dc2915d41db59ab98092bc9154a4509546e725c6f2f263b61254a9f0190c,2020-02-14 12:22,1,0,1,3,1,40,t,40,2,Loops
5aa6cd033b6f627e0371241486fa42cbfd42dbb4a2ac626301fde1426f232ad550c7dc2915d41db59ab98092bc9154a4509546e725c6f2f263b61254a9f0190c,2020-02-14 12:22,1,0,1,3,1,20,f,40,2,Loops
d2face4c1721f761b067b7c6adfa4c25fb1fcdf9ab25c239f6b7450310060b3f596c4ec4fc0aa328a3a5cfae201bb1845d2f3689ee0a3bd0fbc4bd9c29e70ecf,2020-02-14 12:22,1,0,0,1,0,0,f,40,2,Loops
d2face4c1721f761b067b7c6adfa4c25fb1fcdf9ab25c239f6b7450310060b3f596c4ec4fc0aa328a3a5cfae201bb1845d2f3689ee0a3bd0fbc4bd9c29e70ecf,2020-02-14 12:22,1,0,0,1,0,20,f,40,2,Loops
d2face4c1721f761b067b7c6adfa4c25fb1fcdf9ab25c239f6b7450310060b3f596c4ec4fc0aa328a3a5cfae201bb1845d2f3689ee0a3bd0fbc4bd9c29e70ecf,2020-02-14 12:23,1,0,0,1,0,10,f,40,2,Loops
ec0576dafe392222cd57430887a1e72c18533be9a94cb4e12d3c5966ed3f647d62d7c680b373f6bd2fd5cd1577bfbc4912ea0444be484d10c2f7af709412e065,2020-02-14 12:23,0,,,,,20,f,40,3,Looping Lists
d2face4c1721f761b067b7c6adfa4c25fb1fcdf9ab25c239f6b7450310060b3f596c4ec4fc0aa328a3a5cfae201bb1845d2f3689ee0a3bd0fbc4bd9c29e70ecf,2020-02-14 12:23,1,0,0,1,0,30,f,40,2,Loops
97c13a8f81ac535ee8599b01dac4361a22d601807218b777f2baaf97dd3e51b75c24d7a839bb42b867cba3f1a97d145075d8cb4d5646f9d593d6b81012f36b97,2020-02-14 12:24,1,0,0,1,0,40,t,40,2,Loops
ec0576dafe392222cd57430887a1e72c18533be9a94cb4e12d3c5966ed3f647d62d7c680b373f6bd2fd5cd1577bfbc4912ea0444be484d10c2f7af709412e065,2020-02-14 12:24,0,,,,,10,f,40,3,Looping Lists
ec0576dafe392222cd57430887a1e72c18533be9a94cb4e12d3c5966ed3f647d62d7c680b373f6bd2fd5cd1577bfbc4912ea0444be484d10c2f7af709412e065,2020-02-14 12:24,0,,,,,40,t,40,3,Looping Lists
ccf2f1cd6876aff68c9c92623252e438f4d213a532aab458c7b44b148e507239825bda367ca2ceeb81cc6b2503d66961460e45425cc2df33951a9b52a6dac765,2020-02-14 12:24,1,1,1,4,0,50,t,50,1,Lists
97c13a8f81ac535ee8599b01dac4361a22d601807218b777f2baaf97dd3e51b75c24d7a839bb42b867cba3f1a97d145075d8cb4d5646f9d593d6b81012f36b97,2020-02-14 12:24,1,0,0,1,0,30,f,40,2,Loops
